id_operacao,id_cooperativa,id_cliente,linha_credito,cultura,valor_operacao,data_contratacao,data_vencimento,taxa_juros,status,dias_atraso,regiao_x,estado_x,ano_contratacao,mes_contratacao,trimestre_contratacao,inadimplente,faixa_atraso,porte_operacao,nome_cliente,cpf_cnpj,renda_anual,area_propriedade,score_credito,data_cadastro,segmento,anos_relacionamento,categoria_score,porte_propriedade,nome,estado_y,regiao_y,valor_em_atraso,provisao
1400,28,1912,Pronaf,Soja,125828.93267566036,2024-09-07 01:55:22.170243,2025-10-21 01:55:22.207108,10.40035745557661,Ativo,0,Centro-Oeste,MG,2024,9,3,0,Em dia,Médio,Cliente_1912,99859174230.0,148401.2184914317,87.75382972390075,469.8417762107954,2025-02-17 01:55:22.397218,Pequeno Produtor,0.3915126625598905,Baixo,Média,Sicoob Regional 28,MT,Sudeste,0.0,629.1446633783017
1401,36,673,Pronamp,Café,278802.19767717004,2024-10-11 01:55:22.170246,2025-09-08 01:55:22.207111,7.706771803122787,Liquidado,0,Centro-Oeste,BA,2024,10,4,0,Em dia,Grande,Cliente_673,88220612845.0,62534.63054358531,78.92040389909754,510.5529366158313,2022-10-24 01:55:22.392473,Pequeno Produtor,2.7104722792607805,Médio,Média,Sicoob Regional 36,GO,Norte,0.0,1394.0109883858502
1402,15,4589,Pronamp,Café,371474.4265335087,2025-06-30 01:55:22.170250,2026-03-29 01:55:22.207117,7.489805839355985,Vencido,6,Sudeste,SP,2025,6,2,0,1-30 dias,Grande,Cliente_4589,33504292099.0,69147.51603633023,110.7897777388291,482.7387696043602,2024-08-01 01:55:22.406562,Médio Produtor,0.9390828199863107,Baixo,Grande,Sicoob Regional 15,PR,Centro-Oeste,0.0,3714.744265335087
1403,45,3156,Pronaf,Soja,66886.57264618546,2023-12-11 01:55:22.170253,2026-06-25 01:55:22.207121,6.395499243781694,Liquidado,0,Sul,RS,2023,12,4,0,Em dia,Médio,Cliente_3156,29002109277.0,137113.89566044023,63.89525879586967,702.0292408145639,2025-06-08 01:55:22.401576,Pequeno Produtor,0.08761122518822724,Bom,Média,Sicoob Regional 45,BA,Sul,0.0,334.43286323092735
1404,45,3778,Pronaf,Algodão,101884.1263760408,2024-06-19 01:55:22.170257,2025-08-17 01:55:22.207125,9.47882454494549,Vencido,49,Sul,PR,2024,6,2,0,31-60 dias,Médio,Cliente_3778,79512672581.0,182455.76225074293,1.9168786147228047,830.7980219978615,2022-01-20 01:55:22.403743,Grande Produtor,3.468856947296372,Excelente,Pequena,Sicoob Regional 45,BA,Sul,0.0,3056.523791281224
1405,21,967,Comercialização,Algodão,290382.2373087297,2025-02-16 01:55:22.170260,2025-12-01 01:55:22.207128,5.759263672101568,Ativo,0,Sul,MT,2025,2,1,0,Em dia,Grande,Cliente_967,86028055914.0,187161.44623977752,80.41687100012759,718.6385010153499,2020-08-23 01:55:22.393606,Pequeno Produtor,4.878850102669404,Bom,Média,Sicoob Regional 21,BA,Sul,0.0,1451.9111865436485
1406,20,4427,Comercialização,Soja,124947.09630552238,2025-02-20 01:55:22.170265,2025-11-12 01:55:22.207154,6.920118711699526,Ativo,0,Centro-Oeste,RS,2025,2,1,0,Em dia,Médio,Cliente_4427,19965201336.0,137256.31385311633,97.69164615159396,847.6133840513411,2022-12-10 01:55:22.406003,Médio Produtor,2.5817932922655715,Excelente,Média,Sicoob Regional 20,RS,Centro-Oeste,0.0,624.7354815276119
1407,4,1541,Pronamp,Soja,311672.0144692704,2025-01-10 01:55:22.170269,2026-03-18 01:55:22.207159,9.127945911288084,Ativo,0,Centro-Oeste,PR,2025,1,1,0,Em dia,Grande,Cliente_1541,50615622061.0,180639.5914038954,42.77212419292324,711.7646602090107,2020-09-01 01:55:22.395869,Médio Produtor,4.854209445585216,Bom,Média,Sicoob Metropolitano,PR,Sul,0.0,1558.3600723463521
1408,2,3117,Pronamp,Algodão,308116.0345717557,2023-11-19 01:55:22.170273,2026-02-24 01:55:22.207163,7.179551450449728,Liquidado,0,Centro-Oeste,BA,2023,11,4,0,Em dia,Grande,Cliente_3117,53410594468.0,166184.54589527936,87.49010072038642,389.9668800386973,2023-09-24 01:55:22.401443,Grande Produtor,1.7932922655715264,Muito Baixo,Média,Sicoob Credicom,MG,Sudeste,0.0,1540.5801728587785
1409,19,570,Comercialização,Café,133854.9274163011,2024-09-11 01:55:22.170276,2025-08-23 01:55:22.207166,6.901285965652537,Ativo,0,Nordeste,PR,2024,9,3,0,Em dia,Médio,Cliente_570,15806127575.0,96814.51042089624,111.85494799142032,342.038699387378,2025-02-27 01:55:22.392080,Pequeno Produtor,0.36413415468856947,Muito Baixo,Grande,Sicoob Regional 19,SP,Nordeste,0.0,669.2746370815055
1410,44,3266,Pronaf,Cana-de-açúcar,153926.12391289417,2025-06-16 01:55:22.170280,2025-11-09 01:55:22.207169,8.697931452393078,Ativo,0,Norte,GO,2025,6,2,0,Em dia,Médio,Cliente_3266,78039388533.0,152683.97773687012,119.22520338901884,332.73478218594204,2024-03-27 01:55:22.401961,Médio Produtor,1.2867898699520877,Muito Baixo,Grande,Sicoob Regional 44,GO,Nordeste,0.0,769.6306195644709
1411,1,3837,Custeio,Café,180442.43374930683,2025-05-09 01:55:22.170283,2026-03-20 01:55:22.207173,9.912539010669782,Liquidado,0,Norte,GO,2025,5,2,0,Em dia,Médio,Cliente_3837,66078552938.0,220970.1076596609,106.10282864984592,708.5068238848212,2025-05-28 01:55:22.403949,Médio Produtor,0.11772758384668036,Bom,Grande,Sicoob Crediminas,MG,Sudeste,0.0,902.2121687465342
1412,1,4757,Investimento,Soja,278115.8313423062,2025-05-17 01:55:22.170287,2025-12-29 01:55:22.207176,10.83446727737875,Vencido,37,Norte,RS,2025,5,2,0,31-60 dias,Grande,Cliente_4757,77919944886.0,86866.01746228288,70.6824118377964,826.7867804624647,2023-10-31 01:55:22.407145,Médio Produtor,1.6919917864476386,Excelente,Média,Sicoob Crediminas,MG,Sudeste,0.0,8343.474940269187
1413,31,3252,Pronaf,Soja,210828.9381510765,2025-01-10 01:55:22.170290,2025-12-20 01:55:22.207180,7.191671909644415,Ativo,0,Norte,PR,2025,1,1,0,Em dia,Grande,Cliente_3252,87670380210.0,105537.71758774325,140.04788453550665,789.2723306310247,2025-01-28 01:55:22.401910,Médio Produtor,0.4462696783025325,Excelente,Grande,Sicoob Regional 31,RS,Norte,0.0,1054.1446907553825
1414,26,1955,Custeio,Milho,265634.97801986185,2024-07-24 01:55:22.170294,2025-08-30 01:55:22.207183,10.257925506961834,Liquidado,0,Norte,MT,2024,7,3,0,Em dia,Grande,Cliente_1955,28266206310.0,163194.74343284935,55.7643656020127,804.8313016875665,2025-04-21 01:55:22.397372,Médio Produtor,0.2190280629705681,Excelente,Média,Sicoob Regional 26,RS,Centro-Oeste,0.0,1328.1748900993093
1415,36,2728,Investimento,Algodão,252236.03371661567,2024-07-17 01:55:22.170297,2026-04-11 01:55:22.207186,9.199622662901294,Vencido,130,Sudeste,RS,2024,7,3,1,Acima de 90 dias,Grande,Cliente_2728,73289846411.0,219904.96415185707,83.65876049796046,545.5236636313432,2020-12-21 01:55:22.400099,Grande Produtor,4.550308008213553,Médio,Média,Sicoob Regional 36,GO,Norte,252236.03371661567,75670.81011498469
1416,4,3283,Pronamp,Café,237204.47216116413,2024-03-07 01:55:22.170301,2026-03-17 01:55:22.207190,8.318447830954742,Ativo,0,Norte,SP,2024,3,1,0,Em dia,Grande,Cliente_3283,40856129045.0,20000.0,100.662230547949,597.9880526971783,2024-07-14 01:55:22.402020,Pequeno Produtor,0.9883641341546886,Médio,Grande,Sicoob Metropolitano,PR,Sul,0.0,1186.0223608058207
1417,26,4492,Custeio,Soja,312034.1999013972,2024-09-15 01:55:22.170304,2026-06-16 01:55:22.207193,6.214506494953997,Ativo,0,Sul,SP,2024,9,3,0,Em dia,Grande,Cliente_4492,97291252713.0,40403.49585102062,102.88660588664143,477.6335250796086,2024-12-06 01:55:22.406225,Pequeno Produtor,0.5913757700205339,Baixo,Grande,Sicoob Regional 26,RS,Centro-Oeste,0.0,1560.1709995069862
1418,28,122,Pronaf,Algodão,10000.0,2024-10-03 01:55:22.170308,2025-11-07 01:55:22.207197,9.563790879495738,Vencido,61,Sudeste,MT,2024,10,4,0,61-90 dias,Pequeno,Cliente_122,37757773497.0,63633.990787758856,122.0819938615567,528.1178467632659,2022-02-26 01:55:22.390403,Pequeno Produtor,3.3675564681724848,Médio,Grande,Sicoob Regional 28,MT,Sudeste,0.0,1000.0
1419,21,3037,Pronamp,Café,162445.10773912026,2023-11-28 01:55:22.170312,2026-05-07 01:55:22.207200,7.310005991090976,Ativo,0,Nordeste,BA,2023,11,4,0,Em dia,Médio,Cliente_3037,81164678121.0,156740.17228526695,90.19761368269457,621.0950829236822,2023-07-16 01:55:22.401166,Médio Produtor,1.9849418206707734,Médio,Média,Sicoob Regional 21,BA,Sul,0.0,812.2255386956012
1420,38,2004,Comercialização,Milho,227945.06223998996,2023-12-16 01:55:22.170315,2025-11-17 01:55:22.207204,11.151035948992922,Ativo,0,Sul,SP,2023,12,4,0,Em dia,Grande,Cliente_2004,20113699619.0,55076.15341311335,105.35894988646992,435.0193485310367,2021-05-31 01:55:22.397541,Pequeno Produtor,4.1095140314852845,Baixo,Grande,Sicoob Regional 38,SP,Nordeste,0.0,1139.7253111999498
1421,43,3377,Pronamp,Algodão,140100.77127164725,2025-06-20 01:55:22.170319,2025-08-19 01:55:22.207207,8.31737562960849,Ativo,0,Sudeste,MT,2025,6,2,0,Em dia,Médio,Cliente_3377,34047596971.0,71797.46752263229,84.27706868325274,510.74156199840775,2023-11-24 01:55:22.402354,Pequeno Produtor,1.626283367556468,Médio,Média,Sicoob Regional 43,SP,Norte,0.0,700.5038563582362
1422,49,2892,Comercialização,Cana-de-açúcar,254355.1700075848,2024-05-08 01:55:22.170322,2026-02-24 01:55:22.207210,7.5012251469005715,Ativo,0,Sul,MG,2024,5,2,0,Em dia,Grande,Cliente_2892,56775863552.0,77049.39922516872,61.44235476224696,556.5204706053669,2024-02-10 01:55:22.400665,Pequeno Produtor,1.4127310061601643,Médio,Média,Sicoob Regional 49,RS,Sudeste,0.0,1271.7758500379239
1423,25,2476,Custeio,Cana-de-açúcar,371812.3283765306,2024-10-10 01:55:22.170325,2025-08-19 01:55:22.207214,10.908891890553663,Ativo,0,Sudeste,MG,2024,10,4,0,Em dia,Grande,Cliente_2476,68157756894.0,160205.46052027302,57.56673376663724,406.59012096702907,2025-04-11 01:55:22.399218,Grande Produtor,0.2464065708418891,Baixo,Média,Sicoob Regional 25,GO,Sudeste,0.0,1859.061641882653
1424,8,920,Comercialização,Café,234491.12398699785,2024-05-30 01:55:22.170329,2025-10-06 01:55:22.207217,10.508370020203646,Vencido,143,Norte,PR,2024,5,2,1,Acima de 90 dias,Grande,Cliente_920,84597834513.0,114794.90802918996,53.85269122315442,393.61045791131454,2021-12-22 01:55:22.393431,Pequeno Produtor,3.5482546201232035,Muito Baixo,Média,Sicoob Regional 8,PR,Centro-Oeste,234491.12398699785,70347.33719609935
1425,13,4272,Pronaf,Algodão,212019.05387749124,2024-09-10 01:55:22.170332,2026-04-21 01:55:22.207220,10.20102446053258,Ativo,0,Centro-Oeste,MG,2024,9,3,0,Em dia,Grande,Cliente_4272,61904654218.0,123431.05068656696,139.103676467076,324.7443277071787,2021-05-30 01:55:22.405464,Pequeno Produtor,4.112251882272417,Muito Baixo,Grande,Sicoob Regional 13,SP,Sul,0.0,1060.0952693874563
1426,39,3450,Pronamp,Cana-de-açúcar,286115.3019169257,2025-03-16 01:55:22.170336,2025-12-23 01:55:22.207224,11.672692334467104,Ativo,0,Norte,SP,2025,3,1,0,Em dia,Grande,Cliente_3450,47196866174.0,199462.2412114572,58.503367143827845,413.017929028097,2023-03-07 01:55:22.402607,Médio Produtor,2.3436002737850785,Baixo,Média,Sicoob Regional 39,SP,Nordeste,0.0,1430.5765095846286
1427,44,1222,Pronaf,Milho,335127.01153427025,2025-01-20 01:55:22.170339,2026-05-30 01:55:22.207227,10.35079288681146,Ativo,0,Centro-Oeste,RS,2025,1,1,0,Em dia,Grande,Cliente_1222,60926977226.0,76231.07117267192,126.97451065384062,840.7521194796873,2021-09-08 01:55:22.394527,Pequeno Produtor,3.8357289527720737,Excelente,Grande,Sicoob Regional 44,GO,Nordeste,0.0,1675.6350576713512
1428,47,1738,Investimento,Café,213314.42865690173,2025-04-21 01:55:22.170343,2026-04-08 01:55:22.207231,6.892936904421271,Ativo,0,Sul,MT,2025,4,2,0,Em dia,Grande,Cliente_1738,86225656744.0,98347.4925950887,36.88670734925152,868.8494520505626,2025-01-01 01:55:22.396578,Pequeno Produtor,0.5201916495550992,Excelente,Média,Sicoob Regional 47,MG,Nordeste,0.0,1066.5721432845087
1429,29,3479,Investimento,Café,262006.42144299045,2024-09-10 01:55:22.170346,2026-04-18 01:55:22.207234,11.915796385044974,Ativo,0,Sudeste,BA,2024,9,3,0,Em dia,Grande,Cliente_3479,42674460479.0,230136.04281095343,31.76957503902628,375.94770241629897,2022-11-10 01:55:22.402707,Pequeno Produtor,2.6639288158795345,Muito Baixo,Média,Sicoob Regional 29,SP,Norte,0.0,1310.0321072149522
1430,47,4609,Comercialização,Café,243286.51683825083,2023-08-09 01:55:22.170350,2026-01-05 01:55:22.207238,9.249214260523596,Ativo,0,Norte,PR,2023,8,3,0,Em dia,Grande,Cliente_4609,55344366681.0,131033.16932976608,84.8914704566093,529.883155306763,2022-10-23 01:55:22.406633,Pequeno Produtor,2.7132101300479126,Médio,Média,Sicoob Regional 47,MG,Nordeste,0.0,1216.4325841912541
1431,17,442,Custeio,Soja,125155.9889251358,2024-12-17 01:55:22.170353,2025-10-17 01:55:22.207241,6.457210381587933,Liquidado,0,Norte,SP,2024,12,4,0,Em dia,Médio,Cliente_442,72573603383.0,91334.0259151862,82.31136015318033,622.9672070250142,2021-04-25 01:55:22.391590,Pequeno Produtor,4.20807665982204,Médio,Média,Sicoob Regional 17,BA,Sul,0.0,625.779944625679
1432,18,3145,Pronaf,Cana-de-açúcar,177719.10047117976,2024-11-23 01:55:22.170357,2026-06-15 01:55:22.207245,10.045501067956993,Ativo,0,Sul,MT,2024,11,4,0,Em dia,Médio,Cliente_3145,51460747842.0,167507.6974013891,110.56974203385312,309.73721694269017,2023-03-06 01:55:22.401538,Médio Produtor,2.346338124572211,Muito Baixo,Grande,Sicoob Regional 18,MG,Sul,0.0,888.5955023558988
1433,36,324,Custeio,Café,117091.02731375948,2025-05-20 01:55:22.170360,2026-05-27 01:55:22.207248,8.962904847182289,Ativo,0,Norte,SP,2025,5,2,0,Em dia,Médio,Cliente_324,84327894557.0,135139.77297946854,59.30942991079085,615.0933936479457,2020-09-11 01:55:22.391121,Pequeno Produtor,4.826830937713894,Médio,Média,Sicoob Regional 36,GO,Norte,0.0,585.4551365687975
1434,10,2393,Comercialização,Algodão,249598.1611901525,2024-02-12 01:55:22.170364,2025-08-25 01:55:22.207252,8.763401884144207,Ativo,0,Sudeste,BA,2024,2,1,0,Em dia,Grande,Cliente_2393,93810488401.0,129359.03180047072,31.24531897908539,485.9340176409137,2023-05-24 01:55:22.398923,Médio Produtor,2.130047912388775,Baixo,Média,Sicoob Regional 10,BA,Norte,0.0,1247.9908059507625
1435,37,181,Pronamp,Soja,237139.4474248308,2023-12-23 01:55:22.170367,2026-02-23 01:55:22.207255,5.750292221902454,Ativo,0,Sul,SP,2023,12,4,0,Em dia,Grande,Cliente_181,61615529973.0,20000.0,94.67646306586968,600.2732845163162,2024-05-14 01:55:22.390611,Pequeno Produtor,1.1553730321697468,Médio,Média,Sicoob Regional 37,RS,Sudeste,0.0,1185.697237124154
1436,39,2033,Comercialização,Soja,150133.41862880194,2024-04-02 01:55:22.170371,2025-12-31 01:55:22.207258,6.206147994255755,Vencido,146,Norte,RS,2024,4,2,1,Acima de 90 dias,Médio,Cliente_2033,96375194652.0,127477.79815996716,160.41881835125304,817.8312156826128,2022-01-03 01:55:22.397651,Grande Produtor,3.515400410677618,Excelente,Grande,Sicoob Regional 39,SP,Nordeste,150133.41862880194,45040.02558864058
1437,28,244,Comercialização,Cana-de-açúcar,357990.61085163394,2025-03-31 01:55:22.170374,2026-03-04 01:55:22.207262,10.694643483074062,Ativo,0,Centro-Oeste,GO,2025,3,1,0,Em dia,Grande,Cliente_244,97328593358.0,98133.97322283928,89.97579067653268,353.0297183974413,2021-10-12 01:55:22.390838,Médio Produtor,3.7426420260095825,Muito Baixo,Média,Sicoob Regional 28,MT,Sudeste,0.0,1789.9530542581697
1438,31,1507,Custeio,Algodão,328035.5920062463,2024-12-25 01:55:22.170378,2025-09-15 01:55:22.207265,12.238824934504812,Ativo,0,Norte,SP,2024,12,4,0,Em dia,Grande,Cliente_1507,19672437738.0,114224.54175624822,11.93234961133298,794.7944282579838,2022-11-03 01:55:22.395750,Pequeno Produtor,2.6830937713894594,Excelente,Pequena,Sicoob Regional 31,RS,Norte,0.0,1640.1779600312316
1439,16,2950,Custeio,Soja,155503.16484820656,2023-12-12 01:55:22.170381,2026-06-25 01:55:22.207269,8.699977835668959,Liquidado,0,Nordeste,PR,2023,12,4,0,Em dia,Médio,Cliente_2950,42389041450.0,52616.121674667214,39.598644626825646,426.8286479930305,2023-02-14 01:55:22.400866,Médio Produtor,2.401095140314853,Baixo,Média,Sicoob Regional 16,RS,Nordeste,0.0,777.5158242410329
1440,19,4059,Comercialização,Algodão,92384.17179586376,2024-01-18 01:55:22.170388,2025-10-04 01:55:22.207272,8.126370287855387,Ativo,0,Sudeste,MT,2024,1,1,0,Em dia,Médio,Cliente_4059,87837487029.0,100269.92055419309,119.85856885801408,326.1227296312162,2023-03-08 01:55:22.404715,Pequeno Produtor,2.3408624229979464,Muito Baixo,Grande,Sicoob Regional 19,SP,Nordeste,0.0,461.92085897931884
1441,8,999,Pronaf,Café,279315.15922719,2023-10-23 01:55:22.170392,2026-03-04 01:55:22.207276,9.961147758242266,Ativo,0,Sudeste,BA,2023,10,4,0,Em dia,Grande,Cliente_999,78887459181.0,91982.7305261986,29.338905586543238,731.6012135694614,2022-07-27 01:55:22.393725,Pequeno Produtor,2.954140999315537,Bom,Média,Sicoob Regional 8,PR,Centro-Oeste,0.0,1396.5757961359502
1442,26,3628,Comercialização,Café,266623.30051984964,2025-06-23 01:55:22.170395,2026-06-21 01:55:22.207279,7.150212169672894,Liquidado,0,Nordeste,MT,2025,6,2,0,Em dia,Grande,Cliente_3628,42993808047.0,142362.49252844448,107.069655584015,325.8749865368671,2020-07-12 01:55:22.403224,Grande Produtor,4.993839835728953,Muito Baixo,Grande,Sicoob Regional 26,RS,Centro-Oeste,0.0,1333.1165025992482
1443,43,700,Investimento,Soja,373512.2235796438,2023-11-27 01:55:22.170398,2026-03-04 01:55:22.207282,7.625759405391794,Ativo,0,Sul,MT,2023,11,4,0,Em dia,Grande,Cliente_700,77593810695.0,69075.78742197939,1.0,358.6217411903564,2025-03-16 01:55:22.392617,Pequeno Produtor,0.31759069130732376,Muito Baixo,Pequena,Sicoob Regional 43,SP,Norte,0.0,1867.5611178982192
1444,15,377,Pronamp,Soja,140059.07650193077,2024-11-15 01:55:22.170402,2026-05-11 01:55:22.207286,10.531507119371604,Vencido,144,Sul,BA,2024,11,4,1,Acima de 90 dias,Médio,Cliente_377,70131251173.0,54174.14614306629,89.65127030392486,427.9118001287032,2024-11-01 01:55:22.391309,Grande Produtor,0.6872005475701575,Baixo,Média,Sicoob Regional 15,PR,Centro-Oeste,140059.07650193077,42017.72295057923
1445,21,4454,Custeio,Soja,191123.98350771223,2024-08-29 01:55:22.170405,2026-03-27 01:55:22.207289,6.42638455187727,Vencido,146,Sul,MT,2024,8,3,1,Acima de 90 dias,Médio,Cliente_4454,86856145548.0,92586.60547366129,77.81324126582452,847.9117156366647,2022-04-16 01:55:22.406095,Pequeno Produtor,3.2334017796030117,Excelente,Média,Sicoob Regional 21,BA,Sul,191123.98350771223,57337.19505231367
1446,18,4215,Custeio,Milho,256044.82580420436,2024-07-31 01:55:22.170409,2026-01-31 01:55:22.207293,9.227645670289482,Vencido,32,Centro-Oeste,RS,2024,7,3,0,31-60 dias,Grande,Cliente_4215,30182509610.0,161077.25802288947,30.511292610114097,806.1460805215663,2021-03-07 01:55:22.405264,Médio Produtor,4.342231348391513,Excelente,Média,Sicoob Regional 18,MG,Sul,0.0,7681.344774126131
1447,48,3483,Custeio,Algodão,379930.0475175999,2023-08-13 01:55:22.170412,2025-08-19 01:55:22.207296,7.4990085784420915,Vencido,159,Norte,GO,2023,8,3,1,Acima de 90 dias,Grande,Cliente_3483,37227836205.0,242460.04159101803,1.0,702.8910411368338,2022-08-17 01:55:22.402720,Pequeno Produtor,2.8966461327857633,Bom,Pequena,Sicoob Regional 48,RS,Nordeste,379930.0475175999,113979.01425527997
1448,4,2175,Custeio,Café,249025.6331513362,2024-09-29 01:55:22.170416,2026-02-05 01:55:22.207300,8.924896585550712,Ativo,0,Norte,PR,2024,9,3,0,Em dia,Grande,Cliente_2175,24175742028.0,45347.79437021604,81.44144700386096,325.2316682299512,2022-04-28 01:55:22.398155,Pequeno Produtor,3.2005475701574264,Muito Baixo,Média,Sicoob Metropolitano,PR,Sul,0.0,1245.128165756681
1449,9,1424,Comercialização,Café,155975.1139048366,2024-08-10 01:55:22.170419,2025-12-09 01:55:22.207303,8.983640973926029,Ativo,0,Norte,SP,2024,8,3,0,Em dia,Médio,Cliente_1424,49122817243.0,147490.99450246515,94.87922815896952,628.8696763234361,2021-05-06 01:55:22.395228,Grande Produtor,4.177960301163586,Médio,Média,Sicoob Regional 9,SP,Norte,0.0,779.875569524183
1450,42,1188,Comercialização,Soja,260051.6811320148,2024-06-23 01:55:22.170423,2026-03-09 01:55:22.207306,5.34393345810808,Ativo,0,Centro-Oeste,SP,2024,6,2,0,Em dia,Grande,Cliente_1188,64912573541.0,114466.30658009766,99.6506478192766,884.6557859838281,2022-09-23 01:55:22.394406,Médio Produtor,2.7953456536618755,Excelente,Média,Sicoob Regional 42,RS,Sudeste,0.0,1300.258405660074
1451,20,4790,Custeio,Cana-de-açúcar,74572.61423892964,2025-02-06 01:55:22.170426,2026-05-12 01:55:22.207310,7.837914831224578,Ativo,0,Sudeste,MT,2025,2,1,0,Em dia,Médio,Cliente_4790,99099947009.0,121011.7163009735,129.16830914521304,480.6233688647139,2020-07-13 01:55:22.407262,Pequeno Produtor,4.991101984941821,Baixo,Grande,Sicoob Regional 20,RS,Centro-Oeste,0.0,372.8630711946482
1452,25,3726,Pronamp,Soja,251482.37015101663,2025-05-16 01:55:22.170430,2025-08-28 01:55:22.207313,9.22292810268238,Liquidado,0,Nordeste,SP,2025,5,2,0,Em dia,Grande,Cliente_3726,93572459162.0,129531.06462331468,85.8987647061003,447.8326607357968,2024-09-30 01:55:22.403565,Pequeno Produtor,0.7748117727583846,Baixo,Média,Sicoob Regional 25,GO,Sudeste,0.0,1257.4118507550832
1453,7,3191,Comercialização,Soja,234026.96380321783,2024-07-05 01:55:22.170433,2026-04-22 01:55:22.207317,7.653177507444224,Ativo,0,Sudeste,MG,2024,7,3,0,Em dia,Grande,Cliente_3191,93710495161.0,119813.74099660832,112.15701976121548,503.1204392219468,2022-02-09 01:55:22.401697,Médio Produtor,3.4140999315537304,Médio,Grande,Sicoob Regional 7,MT,Nordeste,0.0,1170.1348190160893
1454,15,2685,Pronamp,Milho,228238.53797796727,2024-10-09 01:55:22.170437,2025-11-03 01:55:22.207320,5.43447700187321,Ativo,0,Nordeste,MG,2024,10,4,0,Em dia,Grande,Cliente_2685,53257618341.0,75109.86298358275,214.16618889107912,773.9526522440553,2021-06-22 01:55:22.399948,Pequeno Produtor,4.049281314168378,Excelente,Grande,Sicoob Regional 15,PR,Centro-Oeste,0.0,1141.1926898898364
1455,41,177,Comercialização,Soja,309647.7090090005,2024-10-18 01:55:22.170440,2026-04-08 01:55:22.207323,7.949835184729967,Ativo,0,Norte,RS,2024,10,4,0,Em dia,Grande,Cliente_177,26950981559.0,92788.16613782127,15.988063694402456,783.4862768610312,2021-12-12 01:55:22.390597,Pequeno Produtor,3.575633127994524,Excelente,Pequena,Sicoob Regional 41,BA,Sul,0.0,1548.2385450450026
1456,20,4193,Custeio,Soja,274574.45063011674,2025-02-11 01:55:22.170444,2025-10-15 01:55:22.207327,7.838137115528746,Liquidado,0,Centro-Oeste,MT,2025,2,1,0,Em dia,Grande,Cliente_4193,51439616446.0,164497.56445727948,41.29231306021068,851.612304726647,2021-04-06 01:55:22.405186,Grande Produtor,4.26009582477755,Excelente,Média,Sicoob Regional 20,RS,Centro-Oeste,0.0,1372.8722531505837
1457,36,4877,Investimento,Café,201908.21176491352,2024-01-21 01:55:22.170447,2025-11-06 01:55:22.207330,9.530880149700678,Liquidado,0,Centro-Oeste,MG,2024,1,1,0,Em dia,Grande,Cliente_4877,92502627044.0,109587.95541089449,104.6957007232541,848.2562659781976,2024-04-11 01:55:22.407564,Grande Produtor,1.2457221081451062,Excelente,Grande,Sicoob Regional 36,GO,Norte,0.0,1009.5410588245676
1458,32,3414,Pronamp,Soja,435565.6546865892,2025-02-18 01:55:22.170451,2025-11-02 01:55:22.207334,10.459554739310652,Vencido,149,Centro-Oeste,GO,2025,2,1,1,Acima de 90 dias,Grande,Cliente_3414,95615436952.0,42579.23938404705,106.39420436664948,822.6168817064435,2021-01-28 01:55:22.402481,Médio Produtor,4.446269678302532,Excelente,Grande,Sicoob Regional 32,BA,Sudeste,435565.6546865892,130669.69640597675
1459,39,457,Pronamp,Milho,175693.8166084545,2024-01-18 01:55:22.170454,2025-10-03 01:55:22.207337,9.715808533351057,Ativo,0,Centro-Oeste,MG,2024,1,1,0,Em dia,Médio,Cliente_457,66719980088.0,185465.79988451957,103.05147864394245,601.868259768575,2020-11-04 01:55:22.391650,Pequeno Produtor,4.678986995208761,Médio,Grande,Sicoob Regional 39,SP,Nordeste,0.0,878.4690830422726
1460,14,1381,Pronaf,Algodão,409221.4843696343,2024-08-09 01:55:22.170458,2026-04-06 01:55:22.207340,10.263141990026948,Ativo,0,Nordeste,MG,2024,8,3,0,Em dia,Grande,Cliente_1381,69284613282.0,66288.86398248153,25.554005690274657,417.5384695217136,2022-06-12 01:55:22.395076,Médio Produtor,3.077344284736482,Baixo,Média,Sicoob Regional 14,MT,Norte,0.0,2046.1074218481715
1461,16,2156,Custeio,Soja,182510.10709384255,2023-12-24 01:55:22.170461,2026-03-28 01:55:22.207344,7.30766083455021,Liquidado,0,Sudeste,MG,2023,12,4,0,Em dia,Médio,Cliente_2156,14844508678.0,159803.29270332598,45.36386943751372,417.1711921304507,2022-12-01 01:55:22.398088,Médio Produtor,2.6064339493497606,Baixo,Média,Sicoob Regional 16,RS,Nordeste,0.0,912.5505354692128
1462,45,985,Comercialização,Cana-de-açúcar,164469.24338875723,2024-03-16 01:55:22.170465,2026-05-16 01:55:22.207347,11.028353347071404,Liquidado,0,Norte,PR,2024,3,1,0,Em dia,Médio,Cliente_985,73170402413.0,176986.2798329531,139.76635867951734,419.2015002014143,2023-02-23 01:55:22.393675,Médio Produtor,2.3764544832306638,Baixo,Grande,Sicoob Regional 45,BA,Sul,0.0,822.3462169437862
1463,14,350,Pronamp,Algodão,397183.2006677536,2024-06-11 01:55:22.170468,2026-01-16 01:55:22.207351,9.367802995638868,Ativo,0,Sudeste,MT,2024,6,2,0,Em dia,Grande,Cliente_350,70093357021.0,144349.09470236913,103.2635355953011,879.9805028882578,2022-01-18 01:55:22.391211,Pequeno Produtor,3.4743326488706368,Excelente,Grande,Sicoob Regional 14,MT,Norte,0.0,1985.916003338768
