id_cliente,nome_cliente,cpf_cnpj,renda_anual,area_propriedade,score_credito,data_cadastro,segmento
1253,Cliente_1253,74795842485,92280.68125513085,82.16561452613045,576.1804258092916,2024-06-04 01:55:22.394637,Médio Produtor
1254,Cliente_1254,83125681497,61014.06423581653,140.35621920775668,562.0813216775134,2022-06-20 01:55:22.394640,Pequeno Produtor
1255,Cliente_1255,24950211338,160657.681585716,79.21848492396923,513.2290982893865,2021-12-23 01:55:22.394644,Pequeno Produtor
1256,Cliente_1256,87060260363,134488.61831786722,118.69752554417917,714.529149941028,2022-11-20 01:55:22.394647,Pequeno Produtor
1257,Cliente_1257,34556818320,147500.8423194212,96.60794214014167,862.5133019856578,2022-06-28 01:55:22.394650,Médio Produtor
1258,Cliente_1258,40593484177,74866.53908917427,73.53346180653908,429.17174181283053,2020-10-03 01:55:22.394654,Pequeno Produtor
1259,Cliente_1259,63427220586,114060.46653249326,24.09181108448857,553.7877252873291,2022-12-08 01:55:22.394657,Médio Produtor
1260,Cliente_1260,41226432906,20000.0,82.29209067488942,618.4349967731587,2020-12-10 01:55:22.394661,Pequeno Produtor
1261,Cliente_1261,12541404877,129225.42518607301,54.816402277727036,769.5929949549187,2023-01-24 01:55:22.394664,Médio Produtor
1262,Cliente_1262,51077199089,44192.99914636128,78.94618373722425,548.2518504777515,2024-01-11 01:55:22.394668,Pequeno Produtor
1263,Cliente_1263,41712933825,141493.98819529498,129.41471325103677,759.1336941570974,2021-12-16 01:55:22.394671,Pequeno Produtor
1264,Cliente_1264,14512667323,165972.74079541132,72.23096441382644,776.1364321544067,2024-03-14 01:55:22.394674,Pequeno Produtor
1265,Cliente_1265,20260178408,157201.4635659776,144.7296466406769,546.9126082384892,2024-06-27 01:55:22.394678,Pequeno Produtor
1266,Cliente_1266,58131697544,120595.60552278713,22.713609618619458,558.5294160933867,2021-09-24 01:55:22.394681,Pequeno Produtor
1267,Cliente_1267,68804358209,92727.89005387544,92.80584346127864,531.7177249504601,2022-12-23 01:55:22.394685,Médio Produtor
1268,Cliente_1268,49299213718,184273.51124455762,1.0,704.1287631234633,2024-01-11 01:55:22.394688,Pequeno Produtor
1269,Cliente_1269,14492630306,174026.56370354662,43.92968974930226,692.2139794733284,2024-01-05 01:55:22.394692,Pequeno Produtor
1270,Cliente_1270,75769680410,163291.24980955178,60.625758563732305,707.5400794567195,2023-04-07 01:55:22.394695,Pequeno Produtor
1271,Cliente_1271,33965836043,195412.41424368895,105.23836116170581,672.0801497722757,2021-07-05 01:55:22.394699,Médio Produtor
1272,Cliente_1272,47999079532,125011.45491021556,119.04280385621915,428.97197924154534,2025-02-09 01:55:22.394702,Pequeno Produtor
1273,Cliente_1273,88777029709,62915.33875277462,87.00267341917404,474.35468231402285,2021-06-19 01:55:22.394705,Médio Produtor
1274,Cliente_1274,53523063597,144087.56292777671,66.65380657242909,472.00898527521815,2025-05-16 01:55:22.394709,Grande Produtor
1275,Cliente_1275,80711324691,171598.54621214,68.49353815693492,388.1171124750631,2024-09-08 01:55:22.394712,Pequeno Produtor
1276,Cliente_1276,18513951717,142780.06936467122,64.8408074848218,678.1569202928192,2024-04-12 01:55:22.394716,Médio Produtor
1277,Cliente_1277,41898524348,106495.9774446809,84.64113831545308,477.0694550696385,2023-09-24 01:55:22.394719,Grande Produtor
1278,Cliente_1278,94272798041,120403.7414579369,49.79354868515317,875.4126664191306,2020-07-13 01:55:22.394723,Médio Produtor
1279,Cliente_1279,17031532204,139751.45406724862,39.3359149912325,584.4012586284821,2024-01-21 01:55:22.394726,Médio Produtor
1280,Cliente_1280,87865663159,119010.11042494254,38.56537258912796,348.2073415402982,2025-05-21 01:55:22.394729,Médio Produtor
1281,Cliente_1281,63725024142,147484.26304649137,68.54244283177897,504.531988212417,2024-02-20 01:55:22.394733,Pequeno Produtor
1282,Cliente_1282,48039985168,124769.16489534095,165.02417376011243,750.3247730347944,2021-09-20 01:55:22.394736,Grande Produtor
1283,Cliente_1283,57692993319,166947.46587331832,64.60637795903132,683.9560970555412,2021-09-04 01:55:22.394740,Grande Produtor
1284,Cliente_1284,22976271884,160695.11675424152,10.947754922078232,760.9283563384472,2022-05-31 01:55:22.394743,Pequeno Produtor
1285,Cliente_1285,21011554719,145917.09844559623,81.58863820685188,880.0435902172273,2022-10-14 01:55:22.394746,Médio Produtor
1286,Cliente_1286,64162966174,176319.91054590666,102.63468880629976,434.7037319315657,2024-07-27 01:55:22.394750,Pequeno Produtor
1287,Cliente_1287,21896328875,163468.51055170002,90.55278197468759,422.41418501338694,2024-11-05 01:55:22.394753,Grande Produtor
1288,Cliente_1288,86208903724,101318.10412140618,88.42337226224312,348.85877715029744,2023-12-30 01:55:22.394757,Pequeno Produtor
1289,Cliente_1289,49550188425,94435.72150677675,143.80026194411582,344.065648046899,2021-07-21 01:55:22.394760,Grande Produtor
1290,Cliente_1290,14131164750,93914.31856533753,78.86541489398407,749.7787119128598,2024-03-06 01:55:22.394764,Grande Produtor
1291,Cliente_1291,77392289414,139606.32204911287,40.77975970138547,368.191182132011,2023-02-22 01:55:22.394767,Grande Produtor
1292,Cliente_1292,93792975922,40098.18231141973,105.99148784835666,625.7484266982192,2020-12-24 01:55:22.394770,Grande Produtor
1293,Cliente_1293,70438183980,37867.22220440772,31.947563278551165,329.410305539683,2020-12-23 01:55:22.394774,Pequeno Produtor
1294,Cliente_1294,51914564303,100389.69215514237,105.47473014826556,465.64066650360473,2022-03-05 01:55:22.394777,Médio Produtor
1295,Cliente_1295,74987014138,174078.3889686556,131.77191999623267,505.4969868764049,2022-10-04 01:55:22.394781,Pequeno Produtor
1296,Cliente_1296,99552675651,152018.22557202922,130.63012881191563,757.2321579550824,2023-09-20 01:55:22.394784,Grande Produtor
1297,Cliente_1297,76254740731,63359.493210933375,26.774811775287645,305.56143795084677,2021-05-06 01:55:22.394788,Médio Produtor
1298,Cliente_1298,54120174038,74093.2050189451,78.34762184601902,773.5697388590386,2023-06-09 01:55:22.394791,Pequeno Produtor
1299,Cliente_1299,88923994181,105143.00628024805,116.59067339013924,715.5757749286493,2024-04-12 01:55:22.394794,Grande Produtor
1300,Cliente_1300,84420989037,66677.13605631368,114.8086648806457,321.71096484762506,2023-12-20 01:55:22.394798,Pequeno Produtor
1301,Cliente_1301,27318501715,76600.34178870326,36.76267028321188,713.9573005276169,2024-05-05 01:55:22.394801,Grande Produtor
1302,Cliente_1302,62884519943,150318.7439407298,36.512010470529674,417.0203821576911,2024-02-13 01:55:22.394805,Pequeno Produtor
1303,Cliente_1303,73659398726,115312.59020146287,93.91673838904606,470.38704997666946,2023-09-29 01:55:22.394808,Pequeno Produtor
1304,Cliente_1304,73859331002,226904.94857382652,82.14675961752242,725.2016357607831,2023-01-21 01:55:22.394812,Pequeno Produtor
1305,Cliente_1305,55540135206,110873.62494589214,170.22904719513602,719.6790623035989,2020-12-07 01:55:22.394815,Pequeno Produtor
1306,Cliente_1306,52754460200,84855.2890930373,103.21637993397344,382.38971074707996,2020-08-12 01:55:22.394818,Grande Produtor
1307,Cliente_1307,65768975912,118713.82525537787,90.84179361276357,370.82333629046593,2020-10-26 01:55:22.394822,Grande Produtor
1308,Cliente_1308,53872134907,117323.86814090365,24.949837974926716,755.1292907002367,2023-03-09 01:55:22.394825,Pequeno Produtor
1309,Cliente_1309,67470241165,106366.30095694168,68.9038436343005,497.04742969014825,2024-05-08 01:55:22.394829,Médio Produtor
1310,Cliente_1310,80682962158,123254.04648837903,1.0,571.0690781549345,2023-10-30 01:55:22.394832,Pequeno Produtor
1311,Cliente_1311,77411708848,178494.55153134867,104.83710138957557,864.7381948638671,2023-09-28 01:55:22.394835,Médio Produtor
1312,Cliente_1312,35874394097,132575.61395111275,71.5982592842861,515.728352966708,2025-02-27 01:55:22.394839,Pequeno Produtor
1313,Cliente_1313,29313701791,92383.25223461723,122.9952871360291,717.4478136932466,2024-06-14 01:55:22.394842,Pequeno Produtor
1314,Cliente_1314,71648876216,115138.13638261498,110.42624603253195,589.391354421464,2022-03-06 01:55:22.394846,Médio Produtor
1315,Cliente_1315,59960583795,109868.15134608331,156.53295660869273,752.2455974901209,2024-06-13 01:55:22.394849,Médio Produtor
1316,Cliente_1316,92667000987,20000.0,55.5634488134358,440.01551794543786,2021-01-24 01:55:22.394853,Grande Produtor
1317,Cliente_1317,91638692389,131721.11836173144,26.12000533373582,815.3214355026139,2025-05-18 01:55:22.394856,Grande Produtor
1318,Cliente_1318,47110655596,164314.99298922063,107.92797565997459,710.3796214947843,2020-11-16 01:55:22.394859,Grande Produtor
1319,Cliente_1319,77344229550,160749.4411335127,58.88483272011075,550.4280488408505,2021-10-09 01:55:22.394863,Pequeno Produtor
1320,Cliente_1320,73951841218,136932.01365335012,94.43731443063514,324.72544077134154,2023-11-04 01:55:22.394866,Pequeno Produtor
1321,Cliente_1321,35514055962,159479.3619428368,70.2531738756048,655.5015572031448,2024-02-27 01:55:22.394870,Grande Produtor
1322,Cliente_1322,43405881106,129048.28075151252,111.6978866495047,707.0768361919622,2022-05-18 01:55:22.394873,Pequeno Produtor
1323,Cliente_1323,19634746301,45995.01196658646,96.69489014107688,884.7376930980711,2025-01-14 01:55:22.394877,Pequeno Produtor
1324,Cliente_1324,11290606897,153246.73354237466,110.5496583768568,705.2754820657439,2021-10-02 01:55:22.394880,Médio Produtor
1325,Cliente_1325,93200392325,115092.70151113147,19.6226892438385,870.8315299086155,2022-09-09 01:55:22.394883,Pequeno Produtor
1326,Cliente_1326,94762396263,87372.06007690827,109.07466721785842,434.30426566298377,2021-03-12 01:55:22.394887,Médio Produtor
1327,Cliente_1327,47494054970,131863.67210949425,86.45767351908869,785.5727425619623,2022-07-11 01:55:22.394890,Médio Produtor
1328,Cliente_1328,46642033165,168493.22325286872,129.2392055382926,457.9220488125765,2022-08-21 01:55:22.394894,Grande Produtor
1329,Cliente_1329,22759919332,146426.0323451479,82.38053922183346,454.1183485192561,2024-05-02 01:55:22.394897,Médio Produtor
1330,Cliente_1330,56406525198,145816.21143428393,14.795076046393788,868.0462102797218,2021-03-20 01:55:22.394900,Pequeno Produtor
1331,Cliente_1331,34664640183,57567.82693440592,90.99726342435932,651.6558590884833,2022-03-28 01:55:22.394904,Médio Produtor
1332,Cliente_1332,99921788433,138988.89179306693,58.163375334863375,676.1002138161675,2023-09-28 01:55:22.394907,Médio Produtor
1333,Cliente_1333,79582780514,139661.4614346112,114.46958753423206,380.3787868304399,2020-12-29 01:55:22.394910,Médio Produtor
1334,Cliente_1334,44171298478,50217.714231391845,54.921240220388796,360.7358543508225,2020-07-12 01:55:22.394914,Grande Produtor
1335,Cliente_1335,33725628953,111021.57124037686,56.002309385984645,473.95685868385704,2025-06-24 01:55:22.394917,Grande Produtor
1336,Cliente_1336,85675842909,163375.20723633427,110.90678289513133,773.7198434878271,2020-12-28 01:55:22.394921,Médio Produtor
1337,Cliente_1337,64714779403,170764.61844570632,111.46554941645343,526.4793871812344,2024-02-15 01:55:22.394924,Médio Produtor
1338,Cliente_1338,42848009768,197655.01647527493,76.96629275645847,546.3804161773705,2024-03-21 01:55:22.394928,Pequeno Produtor
1339,Cliente_1339,90336011615,53318.907389885266,106.96679799228693,526.1118441990649,2022-07-14 01:55:22.394931,Médio Produtor
1340,Cliente_1340,76454632702,74770.31510436838,73.3758076000239,398.5821934655846,2024-12-07 01:55:22.394934,Médio Produtor
1341,Cliente_1341,48836225917,179423.44086466733,80.74486643176564,584.7944641919469,2023-07-25 01:55:22.394938,Médio Produtor
1342,Cliente_1342,29467804977,190331.46997261443,92.06880625631814,547.7441414971414,2025-04-21 01:55:22.394941,Grande Produtor
1343,Cliente_1343,20387689201,120208.60210438322,161.88434117042678,390.01530401728746,2022-11-04 01:55:22.394945,Grande Produtor
1344,Cliente_1344,52604515082,149969.1112681695,103.01864089491522,603.7356924400643,2024-05-17 01:55:22.394948,Pequeno Produtor
1345,Cliente_1345,47184941438,93489.16758763164,79.79999235387751,478.0901499884012,2023-06-10 01:55:22.394952,Pequeno Produtor
1346,Cliente_1346,30093210789,129611.12983914332,80.8281166930914,772.1694097222893,2024-07-14 01:55:22.394955,Pequeno Produtor
1347,Cliente_1347,70918375778,104722.93218202985,1.0,652.9539411942704,2023-06-25 01:55:22.394958,Médio Produtor
1348,Cliente_1348,85412762958,57220.98043064661,74.14484718951898,888.3086902434003,2023-07-18 01:55:22.394962,Pequeno Produtor
1349,Cliente_1349,36158686911,53226.04095116482,79.97121797237216,443.55437055587726,2023-04-28 01:55:22.394965,Médio Produtor
1350,Cliente_1350,16699212201,137258.85929001292,119.59185154290446,711.879098884539,2025-02-19 01:55:22.394969,Pequeno Produtor
1351,Cliente_1351,90888204132,63705.53388121643,14.2696697423886,613.5431213523344,2025-03-28 01:55:22.394972,Pequeno Produtor
1352,Cliente_1352,34196178333,183812.71234225325,90.66371661513587,365.2165901485578,2021-11-23 01:55:22.394976,Médio Produtor
1353,Cliente_1353,60436655921,54917.451218357084,60.24547423229799,599.0868227281935,2021-03-01 01:55:22.394979,Grande Produtor
1354,Cliente_1354,55139983550,54878.93156479073,162.36440015396508,490.9667229545828,2023-05-23 01:55:22.394982,Médio Produtor
1355,Cliente_1355,70316995967,172800.08200251925,140.32489933606251,645.5452578730988,2021-12-07 01:55:22.394986,Pequeno Produtor
1356,Cliente_1356,81337115758,86549.11367271836,91.88304113492542,514.311378952905,2024-04-10 01:55:22.394989,Pequeno Produtor
1357,Cliente_1357,21357872966,168632.3146921286,86.57785533394144,519.1335948598065,2020-09-12 01:55:22.394993,Pequeno Produtor
1358,Cliente_1358,64570827425,60412.80841184702,65.04544729207494,687.2227908503273,2022-02-07 01:55:22.394996,Pequeno Produtor
1359,Cliente_1359,37661603088,125792.97684107936,109.34913618540781,816.0598364147487,2024-06-11 01:55:22.394999,Pequeno Produtor
1360,Cliente_1360,97220905129,141805.83987823428,10.195970357526448,371.29581272199573,2023-11-01 01:55:22.395003,Pequeno Produtor
1361,Cliente_1361,35046247777,83893.96820337555,133.73354408333026,695.2584992812463,2022-06-25 01:55:22.395006,Grande Produtor
1362,Cliente_1362,49735313480,44211.19372603852,40.63037246741504,722.2281247863039,2024-05-20 01:55:22.395010,Pequeno Produtor
1363,Cliente_1363,34450061110,166096.68802305206,42.515274123867776,715.1390907601676,2025-05-26 01:55:22.395013,Grande Produtor
1364,Cliente_1364,23007622334,124192.52432114244,113.00087198966777,858.8232447533496,2021-06-04 01:55:22.395016,Pequeno Produtor
1365,Cliente_1365,56760316943,174150.72675264446,76.44804294459689,427.8640738033155,2024-05-25 01:55:22.395020,Pequeno Produtor
1366,Cliente_1366,25771412413,174346.04743531247,121.61670289998418,747.3816166250083,2022-05-22 01:55:22.395023,Pequeno Produtor
1367,Cliente_1367,91319455984,93783.1233671556,100.15292329198952,726.556239772876,2025-06-04 01:55:22.395027,Pequeno Produtor
1368,Cliente_1368,97051252126,77564.09098049637,83.4055799286123,838.1528654649006,2022-10-31 01:55:22.395030,Pequeno Produtor
1369,Cliente_1369,26841208764,74125.98022639874,68.39803899829626,888.3336167255381,2021-12-16 01:55:22.395034,Grande Produtor
1370,Cliente_1370,42655298221,277105.1891165073,153.09737507211477,333.18989592238256,2021-10-24 01:55:22.395037,Grande Produtor
1371,Cliente_1371,73848017662,55516.50697339004,95.53142162710748,825.493823182492,2024-08-09 01:55:22.395040,Pequeno Produtor
1372,Cliente_1372,47891231797,106256.39706421632,90.2429239848955,659.3323791561058,2022-08-20 01:55:22.395044,Pequeno Produtor
1373,Cliente_1373,65354190460,149778.04759415187,67.5213779348419,632.9237657995207,2020-07-20 01:55:22.395047,Pequeno Produtor
1374,Cliente_1374,58251863339,49377.70148394877,73.8610793174829,523.545993520577,2021-01-01 01:55:22.395051,Médio Produtor
1375,Cliente_1375,66141368641,142818.76399864838,137.84739532761384,873.4487559647501,2025-02-22 01:55:22.395055,Pequeno Produtor
1376,Cliente_1376,37162002483,85901.13770340994,111.41959633945487,717.1497102927895,2023-05-01 01:55:22.395058,Pequeno Produtor
1377,Cliente_1377,79726105448,105072.93345392543,68.56677056599911,533.6534113035001,2025-03-14 01:55:22.395062,Grande Produtor
1378,Cliente_1378,73374634028,128935.13035289296,107.34900918207796,842.5650729885078,2023-05-07 01:55:22.395066,Pequeno Produtor
1379,Cliente_1379,32024764436,72936.65956398769,107.22288899530528,380.9542172753745,2024-11-21 01:55:22.395069,Pequeno Produtor
1380,Cliente_1380,29594181199,107483.86638475442,40.58700334360074,434.20014417034014,2023-01-01 01:55:22.395073,Pequeno Produtor
1381,Cliente_1381,69284613282,66288.86398248153,25.554005690274657,417.53846952171364,2022-06-12 01:55:22.395076,Médio Produtor
1382,Cliente_1382,87864234771,188728.2099984266,58.48151434467535,663.3452458954105,2023-12-07 01:55:22.395080,Médio Produtor
1383,Cliente_1383,16116385003,171496.6192883279,82.27831658034229,880.2751595861262,2024-08-28 01:55:22.395083,Pequeno Produtor
1384,Cliente_1384,68019238587,135213.10503653664,98.2860619449082,401.93053543483734,2024-08-01 01:55:22.395087,Grande Produtor
1385,Cliente_1385,52287552577,198584.45889807184,78.95931966361391,899.5973296924542,2022-02-28 01:55:22.395090,Pequeno Produtor
1386,Cliente_1386,80043087096,69945.22277196893,112.6536325775917,639.5901235301424,2023-10-23 01:55:22.395093,Pequeno Produtor
1387,Cliente_1387,39566306288,67624.26002753823,148.66806137441392,448.47414960863625,2021-09-19 01:55:22.395097,Médio Produtor
1388,Cliente_1388,11333472674,98109.38593243645,65.27178157689741,698.419785810891,2021-04-08 01:55:22.395100,Médio Produtor
1389,Cliente_1389,82047881461,66126.61065297786,116.7488596528587,608.9838975803452,2022-10-16 01:55:22.395104,Pequeno Produtor
1390,Cliente_1390,51417054833,58093.39593566945,92.98286665141453,536.3589331187277,2023-10-02 01:55:22.395107,Médio Produtor
1391,Cliente_1391,96693149352,65979.726287948,108.43752910561292,701.5585466130336,2022-06-09 01:55:22.395111,Pequeno Produtor
1392,Cliente_1392,50098466309,194228.75980927135,80.1993935556823,405.9070238553506,2023-06-10 01:55:22.395114,Médio Produtor
1393,Cliente_1393,67734478316,131757.61255618188,184.9868311921005,371.1167930635831,2023-02-15 01:55:22.395118,Médio Produtor
1394,Cliente_1394,10325519359,107903.67871409327,112.95910053168001,865.0934287554494,2024-11-25 01:55:22.395121,Grande Produtor
1395,Cliente_1395,20671651471,106344.5810297916,128.71031909606927,563.6329938652214,2024-09-27 01:55:22.395125,Grande Produtor
1396,Cliente_1396,79211463275,77746.53803011015,87.97145694215753,730.4934415760812,2023-04-18 01:55:22.395128,Pequeno Produtor
1397,Cliente_1397,72847795029,73886.33934368729,136.83821534504756,543.8662368094144,2021-10-17 01:55:22.395131,Pequeno Produtor
1398,Cliente_1398,84758188430,112023.90314581271,60.261813564329785,736.1025923722837,2024-04-10 01:55:22.395135,Pequeno Produtor
1399,Cliente_1399,77592556194,144740.30151168985,95.43849941056588,723.7930403325711,2025-01-02 01:55:22.395139,Médio Produtor
1400,Cliente_1400,25073886016,158513.77434452044,132.74514116269364,300.2431710925845,2023-08-16 01:55:22.395142,Pequeno Produtor
1401,Cliente_1401,62445465779,181852.56309255696,43.24499179477532,503.73422996334943,2023-12-31 01:55:22.395146,Pequeno Produtor
1402,Cliente_1402,31053826379,109379.46093155036,46.704455638137084,527.008392890747,2024-03-26 01:55:22.395149,Pequeno Produtor
1403,Cliente_1403,35064237341,168087.16482066127,120.5714732639153,834.24621084701,2023-08-26 01:55:22.395153,Pequeno Produtor
1404,Cliente_1404,54057138820,89436.67991986543,15.881936750714232,695.1665666992774,2021-11-08 01:55:22.395156,Pequeno Produtor
1405,Cliente_1405,82169985747,116152.58639043478,55.1201832448127,813.4477650005063,2025-02-11 01:55:22.395159,Pequeno Produtor
1406,Cliente_1406,23425438454,124005.23654869353,170.17449534302784,665.2705178068738,2023-08-13 01:55:22.395165,Pequeno Produtor
1407,Cliente_1407,78940054560,134099.44990367148,117.27495248058966,623.9761801628825,2023-12-03 01:55:22.395169,Grande Produtor
1408,Cliente_1408,32761835035,83541.64815372633,11.019525804817178,564.0114979798758,2024-03-07 01:55:22.395173,Pequeno Produtor
1409,Cliente_1409,59676573545,87832.81210651607,48.59889307743927,425.078848314673,2023-04-06 01:55:22.395176,Grande Produtor
1410,Cliente_1410,62594008835,57456.85883507303,64.42933098855066,449.535312758915,2025-04-09 01:55:22.395180,Médio Produtor
1411,Cliente_1411,19405791605,80600.67423635647,111.48868516555021,393.79931861640296,2021-01-13 01:55:22.395183,Pequeno Produtor
1412,Cliente_1412,58985186947,50499.98374816489,1.0,709.3632195782451,2020-08-31 01:55:22.395186,Grande Produtor
1413,Cliente_1413,52648133910,99220.67190590836,115.00084884483995,386.9611300528311,2021-04-19 01:55:22.395190,Grande Produtor
1414,Cliente_1414,78408175870,144672.40687681062,53.72035509062892,379.84471183859887,2024-11-03 01:55:22.395193,Pequeno Produtor
1415,Cliente_1415,98591549430,143597.7640256579,90.5120548821472,619.2523615282641,2024-07-12 01:55:22.395197,Grande Produtor
1416,Cliente_1416,40913964599,177928.6145541383,52.23366554461752,752.2054847467513,2021-12-06 01:55:22.395200,Pequeno Produtor
1417,Cliente_1417,63929036017,112523.53986237853,66.83749516523255,882.5047137167302,2024-10-04 01:55:22.395204,Pequeno Produtor
1418,Cliente_1418,61565088539,183096.48630715843,85.11050382373267,649.3213199356886,2023-03-04 01:55:22.395207,Pequeno Produtor
1419,Cliente_1419,19717422239,154696.78544690556,65.41136573900191,303.2752357299685,2024-01-18 01:55:22.395211,Grande Produtor
1420,Cliente_1420,53907443330,273737.43249271077,85.61441071322385,619.6754865344733,2024-08-03 01:55:22.395214,Pequeno Produtor
1421,Cliente_1421,71750677879,133669.22360870702,124.50236448471031,393.9666776153981,2023-03-28 01:55:22.395218,Pequeno Produtor
1422,Cliente_1422,97620403394,100651.2509077021,152.26821548773594,360.9222227770539,2023-09-28 01:55:22.395222,Pequeno Produtor
1423,Cliente_1423,28103146575,81957.14695257624,76.55768969409739,632.1625937812119,2022-10-04 01:55:22.395225,Pequeno Produtor
1424,Cliente_1424,49122817243,147490.99450246515,94.87922815896952,628.8696763234361,2021-05-06 01:55:22.395228,Grande Produtor
1425,Cliente_1425,17205236743,161206.71288725198,35.88742418096245,794.8792664298378,2025-01-08 01:55:22.395232,Médio Produtor
1426,Cliente_1426,57870632608,161283.26386412448,9.61400885866621,545.3680077254148,2022-02-15 01:55:22.395236,Pequeno Produtor
1427,Cliente_1427,87252194991,109910.06416973162,145.29322819055386,555.6237735001735,2022-03-16 01:55:22.395239,Médio Produtor
1428,Cliente_1428,21007646202,67665.97358207221,152.01682730281104,604.8190938228399,2021-05-01 01:55:22.395242,Médio Produtor
1429,Cliente_1429,47143141033,154130.1698246299,23.60310592799624,343.4509983579385,2022-08-26 01:55:22.395246,Pequeno Produtor
1430,Cliente_1430,13993796725,62380.7112791059,1.0,801.2269676011442,2024-10-01 01:55:22.395249,Médio Produtor
1431,Cliente_1431,85044339085,117631.83006010031,49.48986996171809,879.7097686724917,2023-09-18 01:55:22.395253,Médio Produtor
1432,Cliente_1432,41740795388,130326.1099168938,116.66022566397876,745.4245863700542,2020-07-31 01:55:22.395256,Médio Produtor
1433,Cliente_1433,94147404117,154750.91290311012,51.63470249623111,576.0899206375809,2021-03-19 01:55:22.395260,Grande Produtor
1434,Cliente_1434,39736294720,20000.0,118.43841976608113,724.1918901428078,2022-05-08 01:55:22.395265,Médio Produtor
1435,Cliente_1435,79842482625,165569.5093621901,81.60982623485182,549.2223343569913,2024-07-13 01:55:22.395269,Médio Produtor
1436,Cliente_1436,57592057656,124160.87846089367,80.97737865452343,867.5815662188527,2024-03-18 01:55:22.395273,Pequeno Produtor
1437,Cliente_1437,47496147333,70146.28411444291,58.12936369591272,323.62875426785536,2023-12-26 01:55:22.395363,Médio Produtor
1438,Cliente_1438,34395083268,161417.3114580693,60.947570690035555,495.3595993732948,2021-05-21 01:55:22.395382,Pequeno Produtor
1439,Cliente_1439,73444816355,92391.68633059261,23.605871234720794,564.5648694131878,2021-05-05 01:55:22.395387,Grande Produtor
1440,Cliente_1440,12927230487,75832.6457736916,70.3621001192439,733.4228929200991,2022-08-24 01:55:22.395392,Médio Produtor
1441,Cliente_1441,45332815080,94956.91483298087,145.9064242037794,466.0992267597851,2024-10-31 01:55:22.395396,Grande Produtor
1442,Cliente_1442,70930620278,103272.39226067117,43.1629138581273,372.784153720587,2020-09-05 01:55:22.395400,Médio Produtor
1443,Cliente_1443,40930471776,120332.54267666438,162.42954775940134,702.4531880520949,2024-05-12 01:55:22.395405,Grande Produtor
1444,Cliente_1444,13453777135,146143.92645864884,27.325926508052383,685.1311842819575,2022-08-15 01:55:22.395408,Grande Produtor
1445,Cliente_1445,37296118288,35109.83523475367,57.58915732471436,402.37733331734296,2020-11-27 01:55:22.395412,Médio Produtor
1446,Cliente_1446,36500201682,102663.06592883889,134.1724048829991,628.6725977215542,2022-08-14 01:55:22.395416,Médio Produtor
1447,Cliente_1447,25460727698,110906.73704079185,1.0,386.4301943476951,2024-09-14 01:55:22.395420,Grande Produtor
1448,Cliente_1448,53723218915,108948.59162875109,106.25629881751249,350.1318496697414,2023-12-28 01:55:22.395424,Grande Produtor
1449,Cliente_1449,52935014252,161149.4446543723,61.451304328995086,670.9568457862545,2025-01-23 01:55:22.395428,Grande Produtor
1450,Cliente_1450,64622262683,164363.07011429028,1.0,524.3248992748748,2023-12-24 01:55:22.395432,Pequeno Produtor
1451,Cliente_1451,30361794993,157371.5335278,100.49178536180071,565.2691706275873,2021-12-20 01:55:22.395436,Pequeno Produtor
1452,Cliente_1452,89177242991,114807.38246416462,72.1309529777532,740.0887918818217,2022-04-12 01:55:22.395440,Pequeno Produtor
1453,Cliente_1453,61186517874,115418.30247525898,46.48135302433089,607.1865605369567,2025-04-25 01:55:22.395443,Médio Produtor
1454,Cliente_1454,83507320869,100505.04207197929,108.81222429607178,866.1893024270489,2024-12-15 01:55:22.395448,Pequeno Produtor
1455,Cliente_1455,97223069071,128084.20423067741,92.38967892380907,532.9806727938715,2023-06-13 01:55:22.395452,Grande Produtor
1456,Cliente_1456,22373530343,99512.37270794058,65.78951245204001,835.4685139813738,2022-02-04 01:55:22.395455,Grande Produtor
1457,Cliente_1457,94570085974,53219.1565515831,93.37622558666698,843.052734786074,2020-11-06 01:55:22.395459,Pequeno Produtor
1458,Cliente_1458,45170731421,59568.32339549138,89.05896066751578,544.6305854364748,2025-02-26 01:55:22.395463,Pequeno Produtor
1459,Cliente_1459,30150040281,123787.48401025303,101.46377766336467,391.2373011843466,2021-04-20 01:55:22.395467,Pequeno Produtor
1460,Cliente_1460,13722226211,81488.32314076074,60.070927181183514,751.6208874391152,2023-01-27 01:55:22.395471,Pequeno Produtor
1461,Cliente_1461,52943270110,113876.6944223556,52.21377648706757,396.7862788577008,2022-07-05 01:55:22.395475,Pequeno Produtor
1462,Cliente_1462,63735349138,123416.77752444634,52.61202986094142,345.8425125772991,2025-06-21 01:55:22.395478,Pequeno Produtor
1463,Cliente_1463,56913914218,107971.83243434259,68.09481884060219,451.09258757304735,2024-09-25 01:55:22.395482,Médio Produtor
1464,Cliente_1464,50219918154,166975.7200102951,50.39109316573773,481.36704461838974,2025-06-14 01:55:22.395486,Médio Produtor
1465,Cliente_1465,66848514074,225669.36288547856,44.31248269423308,302.6530935280718,2024-03-05 01:55:22.395490,Grande Produtor
1466,Cliente_1466,54636238884,143545.00204510154,65.49412579313062,519.6260891839011,2021-02-04 01:55:22.395493,Pequeno Produtor
1467,Cliente_1467,84606732100,222685.76011000015,56.0300429217749,778.8392781513785,2023-04-18 01:55:22.395497,Médio Produtor
